1183020785033760773 578
1362565116462592002 59
1397133652547543045 4
3238342316 7
2819836654 9
1354905937857949699 0
1396712583160373248 0
3079262957 25
821050530466328577 145
715534473828413440 11
154278608 58
1178520164020752384 15
2305449602 7
535718287 2
1395866228351279107 0
1395846148414447619 1
1395823648859172871 86
154940705 165
1394889334159982595 5
3158019028 22
1014175539572236289 849
446317822 44
1168352734371823618 203
1300599374188216320 164
58011729 178
115099532 487
2147990206 679
1678780338 36
106454302 148
64475009 53
1372204749425143811 20
1188076680973344770 0
1056572939376713728 96
178572231 640
18188299 93
16828039 52
625081848 47
1365481998303842310 16
1227564098751258624 474
348881606 299
222991487 270
221716854 593
1367618233361121283 45
2973889563 14
1191128657454088193 362
156222047 38
1476108098 24
265761576 1065
94835293 18
1359969781303099394 275
98979518 169
900148024994910208 13
119957705 215
247150566 32
105138458 276
1075816776615845888 50
999067901821947906 1054
2974981061 68
2216421478 83
1028449564758605824 61
53691344 12
1062005732520980480 341
220579196 214
543154332 432
154755689 143
1197951047626641410 12
1246659500465164293 48
1346614354846900231 3
1357356024257261568 230
1315708904257576960 51
1391504413244772357 1
1389278768653549570 157
118099437 250
1287602264857882624 2
1064261425 111
1390868964608286722 5
903051048 73
1390739502818332674 1
1296848622064107522 1319
369080705 237
54123079 632
809209110466007040 657
185265486 20648
110687997 2885
1295531371696447488 3
1586627059 2311
1273120669639770113 0
920366557003485185 179
615790289 1501
1156849743039016960 3
4187839313 9
500410155 19
4705404410 9
1338969808461844486 11
1389566203929239558 18
1389480938095136768 2
1389430982835593219 1
1389081958379139073 3
353888577 71
60222866 2034
1362830630300573702 20
283682998 53
1384987751490150406 0
120189537 1492
1318275909418352645 1
1372152466322681858 76
2798726385 5
1220361338 259
105815883 572
270965193 5
896534618 71
1337484511001661441 4
1003826176433979399 127
293873828 1296
95046317 851
1386528717149777922 8
1353827720233447425 41
113478866 55
19457951 167
718415174823243776 5275
1193917061002608641 2
848043741730541568 36
823975460166107136 1309
1193871705258778625 239
1262512137466974217 857
1380982485228658697 164
159097662 34
57662387 11087
1344203990 1692
1690963946 170
1356284162551013382 8
3567323777 7
163202844 322
1289354890180009984 2
984902618362318849 28
2185642495 17
1384759192599281665 2
4322661982 35
1184209391177916417 37
4851915459 62
1380638215346982925 57
356356537 976
132911019 32
1384495379803250689 5
169972438 368
1002982470332157952 16
3254138717 23
2729469700 36
554647755 4665
1214982160639246337 65
113143369 44
1424392832 22
161484319 598
1383432719498022912 0
1325866530 147
264911463 75
100115910 315
1858438254 75
1324096811854897153 442
1354678774915334147 65
797219730495074304 29
2271827198 63
1379626932363481088 23
1098699942 30
57998707 508
1313886484462620672 13
1284291908878073856 78
1381585610331336707 1
502427999 573
1382093455560695815 1
26286562 1528
1107438135200436224 1
1046518715364384770 2
1929717276 793
1358071086 32
1170471631396966403 116
3043493523 56
814926593982222336 12
1381405059506966531 6
2147878273 45
1380757488472055809 0
1181472982658535424 170
46068438 4986
746523265615732736 50
1371355580468707328 236
432288952 70
140859008 561
1289717991714807809 15
31202161 4845
1379820208706179079 81
1372241460964253701 134
1076288202275733504 0
48372002 34
1262754500 76
737065395941724160 45
876222909211168771 2571
1368737857641324545 139
1196845307595821057 184
1379276606452203525 881
1283475688679518208 12
1330977481889820675 299
224332521 2158
755599413775634432 3
781158763822772224 4
2680560994 247
774066868185403392 389
1016746526444580864 651
1267149955984240642 4
27047622 831
1377362770203709445 35
389697881 88
1378073550079336453 2
1228051489823875072 1
768547689621557248 106
853791229326262272 2026
107105663 670
103968008 2444
1185366563874050048 25
36671042 98
1449732739 4
809409754300817408 9
892194637494054913 12
200538432 1387
1235299429156114432 11215
1376651437443325953 0
122133961 279
1376288929607999489 2
1370088738836070406 44
574496785 298
223318431 17
2653203284 129
2722281214 69
751206691576901635 141
1345894163213123584 40
15717384 891
1187378409992839169 3
180583044 3
1221142811753488390 7
1212439817704722432 278
928975798241038336 2
950768772 318
